Age,Sex,Race,Marital status,Education,Employment,Incomes,Number of books read,Printed books?,Audiobooks?,E-books?,Source of the last book read,Daily news/newspapers reader?,Magazines/Journals reader?
59,Male,White,Married,High school,Employed full-time,$20k-30k,4,No,No,No,Other sources,No,No
58,Female,White,Married,Post-graduate,Employed full-time,$75k-100k,4,Yes,No,No,Purchased,No,Yes
57,Female,White,Never been married,College,Unemployed,$20k-30k,4,Yes,No,No,Borrowed from library,Yes,Yes
57,Male,White,Living with a partner,Some college,Disabled,$40k-50k,4,Yes,No,No,Purchased,No,No
57,Female,White,Never been married,Post-graduate,Employed full-time,$30k-40k,4,Yes,No,No,Purchased,Yes,No
56,Female,White,Married,College,Retired,$100k-150k,4,No,No,Yes,Purchased,No,Yes
55,Female,White,Married,High school,Employed part-time,$100k-150k,4,Yes,No,No,Other sources,Yes,No
55,Female,White,Separated,High school,Employed full-time,$30k-40k,4,Yes,No,No,Purchased,No,No
55,Female,White,Married,Some college,Employed full-time,$50k-75k,4,Yes,No,No,Purchased,No,No
55,Male,White,Widowed,High school,Retired,$30k-40k,4,Yes,No,No,Purchased,Yes,Yes
55,Female,White,Married,Post-graduate,Employed full-time,$50k-75k,4,Yes,No,Yes,Borrowed from library,Yes,Yes
53,Female,White,Married,Some college,Disabled,<$10k,4,Yes,No,No,Borrowed from library,Yes,Yes
52,Female,White,Married,Some college,Employed part-time,$100k-150k,4,No,No,Yes,Purchased,Yes,Yes
52,Female,White,Divorced,Post-graduate,Employed full-time,$50k-75k,4,Yes,Yes,No,Purchased,No,Yes
52,Male,White,Married,College,Employed full-time,$75k-100k,4,Yes,No,No,Borrowed from others,Yes,Yes
51,Male,White,Married,High school,Employed full-time,$100k-150k,4,Yes,No,No,Purchased,No,Yes
50,Male,White,Divorced,Some high school,Disabled,<$10k,4,No,No,No,Purchased,No,Yes
50,Male,White,Married,Post-graduate,Employed full-time,$100k-150k,4,Yes,No,No,Other sources,Yes,Yes
50,Female,White,Divorced,Some college,Employed part-time,$100k-150k,4,Yes,No,No,Purchased,Yes,No
50,Male,White,Married,College,Employed full-time,$100k-150k,4,Yes,No,Yes,Other sources,Yes,Yes
49,Female,White,Divorced,Post-graduate,Employed full-time,$75k-100k,4,Yes,No,No,Purchased,Yes,No
49,Male,White,Married,Post-graduate,Employed full-time,$100k-150k,4,Yes,Yes,Yes,Purchased,Yes,Yes
49,Female,White,Married,Post-graduate,Employed full-time,$75k-100k,4,Yes,No,No,Purchased,Yes,Yes
49,Male,White,Married,College,Employed full-time,$100k-150k,4,Yes,No,No,Borrowed from others,Yes,Yes
48,Male,White,Married,High school,Employed full-time,$100k-150k,4,Yes,Yes,Yes,Purchased,No,No
47,Male,White,Never been married,High school,Employed full-time,$40k-50k,4,Yes,No,No,Borrowed from others,Yes,No
47,Female,White,Married,Some college,Employed full-time,$75k-100k,4,Yes,No,No,Purchased,No,Yes
47,Male,White,Married,High school,Employed full-time,$100k-150k,4,Yes,No,No,Borrowed from others,Yes,Yes
46,Male,White,Living with a partner,High school,Employed full-time,$40k-50k,4,Yes,No,No,Other sources,Yes,No
46,Male,White,Married,College,Employed full-time,$75k-100k,4,Yes,No,No,Borrowed from others,Yes,No
45,Male,White,Married,High school,Employed full-time,$100k-150k,4,Yes,No,No,Purchased,Yes,Yes
45,Female,White,Married,College,Employed full-time,$75k-100k,4,Yes,Yes,No,Borrowed from library,No,Yes
44,Male,White,Never been married,Some high school,Unemployed,$100k-150k,4,Yes,No,No,Borrowed from library,Yes,No
44,Female,White,Married,Trade school,Employed full-time,$50k-75k,4,Yes,No,No,Purchased,Yes,No
44,Female,White,Married,College,Self-employed,$100k-150k,4,Yes,No,Yes,Purchased,No,Yes
43,Male,White,Never been married,Post-graduate,Employed full-time,$100k-150k,4,Yes,No,No,Purchased,Yes,Yes
42,Female,White,Married,College,Unemployed,$100k-150k,4,Yes,Yes,Yes,Borrowed from library,No,No
42,Male,White,Married,College,Employed full-time,$75k-100k,4,Yes,No,No,Borrowed from others,Yes,Yes
42,Female,White,Never been married,College,Employed full-time,$30k-40k,4,Yes,No,No,Borrowed from others,No,No
42,Male,White,Never been married,College,Self-employed,$75k-100k,4,Yes,No,No,Borrowed from others,Yes,Yes
41,Male,White,Married,College,Self-employed,$100k-150k,4,Yes,No,No,Borrowed from library,No,No
41,Female,White,Married,College,Employed full-time,$75k-100k,4,Yes,No,No,Borrowed from others,No,No
41,Female,White,Married,Post-graduate,Employed full-time,$100k-150k,4,No,No,Yes,Purchased,No,Yes
40,Male,White,Married,Post-graduate,Employed full-time,$75k-100k,4,No,No,Yes,Borrowed from library,Yes,Yes
40,Female,White,Married,College,Unemployed,$10k-20k,4,Yes,Yes,Yes,Borrowed from others,Yes,Yes
39,Female,White,Divorced,College,Employed full-time,$50k-75k,4,Yes,No,No,Borrowed from others,Yes,Yes
38,Male,White,Married,Post-graduate,Unemployed,$10k-20k,4,Yes,No,No,Borrowed from library,No,No
38,Male,White,Separated,College,Employed full-time,$50k-75k,4,Yes,No,Yes,Borrowed from library,Yes,No
37,Female,White,Married,College,Employed full-time,$75k-100k,4,Yes,Yes,No,Other sources,No,Yes
36,Male,White,Married,High school,Employed full-time,$100k-150k,4,Yes,No,No,Purchased,Yes,Yes
36,Male,White,Married,College,Employed full-time,$20k-30k,4,Yes,No,No,Borrowed from others,No,Yes
36,Female,White,Divorced,College,Employed full-time,$50k-75k,4,Yes,No,No,Purchased,No,No
35,Male,White,Married,Post-graduate,Employed full-time,$50k-75k,4,Yes,Yes,No,Purchased,Yes,No
35,Male,White,Married,Post-graduate,Employed full-time,$100k-150k,4,No,No,Yes,Purchased,Yes,Yes
33,Female,White,Married,College,Employed full-time,$100k-150k,4,Yes,No,Yes,Other sources,Yes,No
33,Female,White,Married,High school,Unemployed,<$10k,4,Yes,No,No,Purchased,Yes,No
33,Male,White,Married,High school,Employed full-time,$75k-100k,4,Yes,No,No,Purchased,Yes,No
33,Female,White,Never been married,High school,Employed full-time,$30k-40k,4,Yes,No,No,Borrowed from others,Yes,No
30,Male,White,Never been married,Some college,Unemployed,$30k-40k,4,Yes,No,No,Purchased,Yes,No
30,Male,White,Married,High school,Employed full-time,$40k-50k,4,Yes,No,Yes,Other sources,No,No
29,Female,White,Married,Post-graduate,Employed full-time,$75k-100k,4,Yes,Yes,No,Purchased,No,Yes
28,Female,White,Living with a partner,College,Unemployed,$10k-20k,4,Yes,No,No,Purchased,No,No
28,Male,White,Living with a partner,Some college,Employed full-time,$30k-40k,4,Yes,No,Yes,Purchased,No,No
28,Male,White,Married,High school,Employed full-time,$50k-75k,4,Yes,No,No,Borrowed from others,Yes,No
26,Male,White,Never been married,College,Employed full-time,$30k-40k,4,Yes,No,No,Other sources,Yes,No
25,Female,White,Never been married,College,Employed full-time,$30k-40k,4,Yes,No,No,Purchased,No,No
24,Male,White,Married,College,Employed part-time,$20k-30k,4,Yes,No,No,Purchased,Yes,No
24,Male,White,Never been married,Some college,Employed full-time,$10k-20k,4,Yes,No,No,Other sources,No,No
23,Female,White,Never been married,Some high school,Employed full-time,<$10k,4,Yes,No,No,Purchased,Yes,No
23,Male,White,Single,Some college,Employed full-time,$10k-20k,4,Yes,Yes,No,Other sources,Yes,No
23,Male,White,Never been married,Some college,Employed full-time,$100k-150k,4,Yes,Yes,No,Other sources,Yes,Yes
20,Male,White,Married,High school,Unemployed,$20k-30k,4,Yes,No,Yes,Purchased,No,No
20,Male,White,Never been married,Some college,Employed full-time,$75k-100k,4,Yes,No,Yes,Purchased,No,No
19,Male,White,Never been married,High school,Unemployed,$100k-150k,4,Yes,Yes,No,Purchased,No,Yes
18,Female,White,Never been married,High school,Employed part-time,$20k-30k,4,Yes,No,Yes,Purchased,No,Yes
18,Male,White,Never been married,High school,Employed part-time,$40k-50k,4,No,No,No,Borrowed from others,No,Yes
18,Male,White,Never been married,Some college,Unemployed,$100k-150k,4,Yes,Yes,No,Borrowed from others,Yes,No
17,Male,White,Never been married,Some high school,Employed full-time,$75k-100k,4,Yes,No,No,Purchased,No,Yes
16,Female,White,Never been married,Some high school,Unemployed,$100k-150k,4,Yes,No,Yes,Purchased,No,Yes
16,Female,White,Never been married,Some high school,Unemployed,$30k-40k,4,Yes,Yes,No,Purchased,No,Yes
16,Male,White,Never been married,Some high school,Employed part-time,$40k-50k,4,Yes,No,No,Borrowed from library,No,No
16,Male,White,Never been married,Some high school,Unemployed,$100k-150k,4,Yes,No,No,Other sources,No,Yes
53,Female,Other,Married,Some college,Retired,$100k-150k,3,Yes,Yes,Yes,Borrowed from others,Yes,No
40,Male,Other,Married,High school,Employed full-time,$100k-150k,3,No,No,No,Other sources,No,No
25,Female,Other,Living with a partner,High school,Unemployed,<$10k,3,Yes,No,No,Purchased,Yes,Yes
22,Female,Other,Married,High school,Employed part-time,<$10k,3,No,No,Yes,Borrowed from library,No,No
21,Female,Other,Never been married,Some high school,Unemployed,$100k-150k,3,Yes,No,No,Borrowed from library,No,No
19,Female,Other,Never been married,Some college,Employed part-time,$50k-75k,3,Yes,Yes,Yes,Other sources,No,No
16,Female,Other,Never been married,Some high school,Student,$100k-150k,3,Yes,No,No,Other sources,Yes,Yes
16,Male,Other,Single,High school,Employed part-time,$100k-150k,3,Yes,Yes,No,Borrowed from library,Yes,No
60,Male,Native American,Never been married,Some college,Employed full-time,$100k-150k,3,Yes,No,No,Borrowed from others,Yes,Yes
47,Female,Native American,Married,Post-graduate,Employed full-time,$50k-75k,3,Yes,No,No,Purchased,No,Yes
35,Male,Native American,Married,High school,Employed full-time,$20k-30k,3,Yes,No,No,Purchased,Yes,No
35,Female,Native American,Divorced,High school,Employed full-time,$20k-30k,3,Yes,No,No,Borrowed from library,Yes,No
48,Male,Mixed race,Divorced,High school,Unemployed,$100k-150k,3,No,No,No,Borrowed from others,Yes,No
22,Male,Mixed race,Never been married,Some college,Employed full-time,$50k-75k,3,Yes,No,No,Borrowed from others,Yes,Yes
18,Male,Mixed race,Never been married,Some high school,Employed part-time,$30k-40k,3,Yes,No,Yes,Borrowed from others,Yes,No
70,Male,Asian/Pacific Islander,Married,College,Retired,$75k-100k,3,Yes,No,No,Borrowed from others,No,Yes
55,Male,Asian/Pacific Islander,Married,College,Employed full-time,$100k-150k,3,Yes,No,Yes,Purchased,Yes,No
40,Female,Asian/Pacific Islander,Married,College,Unemployed,$100k-150k,3,Yes,No,No,Other sources,No,Yes
40,Male,Asian/Pacific Islander,Married,Post-graduate,Employed full-time,$100k-150k,3,Yes,No,No,Purchased,Yes,No
30,Male,Asian/Pacific Islander,Married,Post-graduate,Employed full-time,$75k-100k,3,No,No,Yes,Borrowed from others,Yes,No
30,Male,Asian/Pacific Islander,Married,College,Employed full-time,$100k-150k,3,No,No,Yes,Purchased,Yes,No
30,Female,Asian/Pacific Islander,Married,College,Unemployed,<$10k,3,Yes,Yes,Yes,Other sources,Yes,Yes
30,Male,Asian/Pacific Islander,Single,Some college,Employed full-time,$40k-50k,3,No,No,Yes,Other sources,No,Yes
27,Female,Asian/Pacific Islander,Married,College,Employed part-time,$100k-150k,3,Yes,No,Yes,Purchased,Yes,No
26,Male,Asian/Pacific Islander,Never been married,College,Employed full-time,$100k-150k,3,Yes,No,Yes,Borrowed from others,No,No
88,Female,Black/African-American,Widowed,High school,Retired,<$10k,3,Yes,No,No,Purchased,Yes,No
82,Female,Black/African-American,Divorced,Post-graduate,Retired,$50k-75k,3,Yes,No,No,Purchased,No,No
72,Female,Black/African-American,Widowed,Some college,Retired,$40k-50k,3,Yes,No,No,Borrowed from others,No,Yes
70,Female,Black/African-American,Widowed,Some high school,Retired,$50k-75k,3,No,No,No,Borrowed from others,Yes,Yes
65,Female,Black/African-American,Separated,High school,Unemployed,$100k-150k,3,Yes,No,No,Borrowed from library,Yes,Yes
61,Female,Black/African-American,Married,High school,Employed part-time,$75k-100k,3,Yes,No,No,Borrowed from others,No,Yes
58,Female,Black/African-American,Married,High school,Unemployed,$100k-150k,3,Yes,Yes,No,Other sources,No,No
57,Female,Black/African-American,Widowed,High school,Employed part-time,$100k-150k,3,Yes,No,No,Borrowed from others,Yes,No
55,Male,Black/African-American,Separated,Some high school,Retired,<$10k,3,Yes,No,No,Borrowed from others,Yes,No
54,Male,Black/African-American,Separated,Some college,Unemployed,$10k-20k,3,Yes,No,No,Purchased,No,No
51,Male,Black/African-American,Single,High school,Disabled,<$10k,3,Yes,No,No,Borrowed from others,Yes,Yes
50,Female,Black/African-American,Married,Some college,Employed full-time,$75k-100k,3,No,Yes,Yes,Purchased,Yes,No
50,Female,Black/African-American,Never been married,High school,Unemployed,<$10k,3,Yes,No,No,Purchased,Yes,Yes
49,Female,Black/African-American,Divorced,Some college,Employed full-time,$30k-40k,3,Yes,No,No,Other sources,No,Yes
48,Female,Black/African-American,Divorced,Some college,Employed full-time,$75k-100k,3,Yes,No,No,Purchased,No,Yes
47,Female,Black/African-American,Separated,College,Unemployed,$10k-20k,3,Yes,Yes,No,Other sources,Yes,No
47,Female,Black/African-American,Married,College,Employed full-time,$75k-100k,3,Yes,No,No,Purchased,Yes,Yes
45,Female,Black/African-American,Never been married,College,Employed full-time,$30k-40k,3,Yes,No,No,Purchased,No,No
43,Male,Black/African-American,Married,College,Employed full-time,$100k-150k,3,Yes,No,No,Purchased,No,Yes
41,Female,Black/African-American,Married,Trade school,Employed full-time,$75k-100k,3,Yes,No,No,Purchased,Yes,No
40,Female,Black/African-American,Never been married,High school,Unemployed,<$10k,3,Yes,No,No,Borrowed from others,No,No
39,Female,Black/African-American,Married,High school,Employed part-time,<$10k,3,Yes,No,Yes,Purchased,Yes,Yes
38,Male,Black/African-American,Divorced,College,Employed full-time,$100k-150k,3,Yes,No,No,Purchased,No,No
37,Male,Black/African-American,Divorced,Some high school,Employed full-time,<$10k,3,Yes,No,No,Borrowed from library,Yes,No
31,Male,Black/African-American,Divorced,College,Employed full-time,$20k-30k,3,Yes,No,No,Purchased,Yes,Yes
30,Male,Black/African-American,Never been married,Some high school,Unemployed,$100k-150k,3,Yes,No,No,Borrowed from others,No,No
30,Male,Black/African-American,Never been married,Some high school,Employed full-time,$10k-20k,3,Yes,No,No,Borrowed from others,No,No
27,Female,Black/African-American,Married,College,Employed full-time,$30k-40k,3,Yes,No,No,Purchased,No,No
26,Female,Black/African-American,Never been married,High school,Employed full-time,$30k-40k,3,Yes,No,No,Purchased,No,No
26,Male,Black/African-American,Never been married,High school,Employed full-time,$30k-40k,3,Yes,No,No,Borrowed from others,Yes,No
24,Female,Black/African-American,Never been married,Some college,Employed part-time,$30k-40k,3,Yes,No,No,Borrowed from others,No,No
23,Female,Black/African-American,Never been married,Some college,Employed full-time,$30k-40k,3,Yes,No,No,Borrowed from others,Yes,No
22,Female,Black/African-American,Never been married,High school,Employed full-time,$40k-50k,3,Yes,No,No,Borrowed from library,Yes,Yes
20,Female,Black/African-American,Never been married,Some college,Unemployed,<$10k,3,Yes,Yes,Yes,Borrowed from library,No,No
20,Male,Black/African-American,Never been married,Some college,Employed full-time,$100k-150k,3,Yes,No,Yes,Borrowed from others,No,Yes
18,Female,Black/African-American,Never been married,High school,Employed part-time,$10k-20k,3,Yes,Yes,Yes,Borrowed from library,No,No
16,Female,Black/African-American,Never been married,Some high school,Unemployed,$100k-150k,3,No,No,No,Borrowed from library,No,No
16,Male,Black/African-American,Never been married,Some high school,Unemployed,$10k-20k,3,Yes,No,No,Purchased,No,No
93,Female,White,Widowed,Some college,Retired,<$10k,3,Yes,No,No,Borrowed from others,No,Yes
84,Male,White,Widowed,Some college,Retired,$100k-150k,3,Yes,Yes,No,Purchased,Yes,Yes
84,Female,White,Widowed,College,Retired,$50k-75k,3,Yes,No,No,Purchased,Yes,Yes
81,Male,White,Divorced,Post-graduate,Retired,$10k-20k,3,Yes,No,No,Borrowed from others,Yes,Yes
78,Male,White,Married,Post-graduate,Retired,$40k-50k,3,Yes,Yes,Yes,Purchased,Yes,Yes
78,Female,White,Widowed,College,Retired,$100k-150k,3,Yes,No,No,Borrowed from others,No,No
77,Male,White,Married,Some college,Retired,$50k-75k,3,Yes,No,No,Borrowed from others,Yes,Yes
76,Female,White,Widowed,Some college,Retired,$10k-20k,3,Yes,No,No,Other sources,No,No
75,Male,White,Married,High school,Retired,$40k-50k,3,Yes,Yes,No,Borrowed from library,Yes,Yes
74,Male,White,Widowed,Trade school,Retired,$100k-150k,3,Yes,No,No,Borrowed from others,No,Yes
73,Female,White,Married,High school,Retired,$40k-50k,3,Yes,No,No,Borrowed from others,Yes,Yes
73,Male,White,Widowed,High school,Retired,$10k-20k,3,Yes,No,No,Other sources,Yes,No
73,Female,White,Widowed,Some high school,Unemployed,$10k-20k,3,Yes,No,Yes,Other sources,Yes,No
71,Female,White,Married,Post-graduate,Self-employed,$50k-75k,3,Yes,No,Yes,Purchased,Yes,Yes
69,Male,White,Married,Some high school,Retired,$50k-75k,3,Yes,No,No,Purchased,Yes,Yes
69,Female,White,Married,High school,Retired,$20k-30k,3,Yes,No,No,Purchased,No,No
69,Female,White,Married,College,Retired,$100k-150k,3,Yes,Yes,No,Purchased,Yes,Yes
67,Female,White,Married,High school,Retired,$50k-75k,3,Yes,No,Yes,Purchased,No,No
67,Female,White,Married,College,Retired,$50k-75k,3,Yes,Yes,Yes,Purchased,Yes,No
66,Male,White,Married,Post-graduate,Retired,$75k-100k,3,Yes,No,No,Purchased,Yes,Yes
66,Female,White,Married,Some college,Employed part-time,$40k-50k,3,Yes,No,Yes,Other sources,Yes,Yes
65,Male,White,Married,College,Retired,$50k-75k,3,Yes,No,No,Purchased,Yes,Yes
65,Female,White,Married,Some college,Employed part-time,$30k-40k,3,Yes,No,Yes,Purchased,No,No
65,Female,White,Never been married,Post-graduate,Employed full-time,$75k-100k,3,Yes,No,No,Purchased,No,No
64,Female,White,Married,High school,Retired,$40k-50k,3,Yes,No,No,Borrowed from others,No,No
63,Male,White,Married,Some college,Disabled,$30k-40k,3,Yes,No,No,Borrowed from others,Yes,No
63,Male,White,Married,Post-graduate,Employed full-time,$75k-100k,3,Yes,No,Yes,Borrowed from library,Yes,Yes
63,Female,White,Married,Some college,Employed part-time,$100k-150k,3,Yes,Yes,No,Borrowed from others,No,Yes
63,Female,White,Married,Some college,Retired,$100k-150k,3,Yes,No,No,Borrowed from library,No,Yes
62,Male,White,Married,High school,Employed part-time,$50k-75k,3,Yes,Yes,No,Borrowed from library,Yes,No
61,Male,White,Married,College,Employed full-time,$100k-150k,3,Yes,No,No,Purchased,Yes,Yes
60,Male,White,Married,College,Self-employed,$100k-150k,3,Yes,No,No,Purchased,Yes,Yes
60,Female,White,Married,Post-graduate,Employed full-time,$10k-20k,3,No,No,No,Borrowed from others,No,No
58,Female,White,Married,Post-graduate,Employed full-time,$50k-75k,3,Yes,No,No,Purchased,Yes,Yes
58,Female,White,Married,College,Employed part-time,$50k-75k,3,Yes,No,No,Purchased,Yes,Yes
58,Male,White,Married,College,Employed part-time,$50k-75k,3,Yes,No,No,Purchased,No,No
58,Male,White,Married,Some college,Employed full-time,$40k-50k,3,Yes,No,No,Purchased,Yes,No
58,Male,White,Widowed,High school,Employed full-time,$40k-50k,3,Yes,No,No,Borrowed from others,Yes,No
57,Female,White,Married,High school,Unemployed,$20k-30k,3,Yes,No,No,Purchased,Yes,No
57,Male,White,Married,College,Employed full-time,$100k-150k,3,Yes,No,No,Borrowed from others,No,Yes
56,Male,White,Married,Some college,Employed full-time,$100k-150k,3,No,No,Yes,Other sources,Yes,No
55,Female,White,Divorced,Some college,Employed full-time,$20k-30k,3,Yes,No,No,Borrowed from library,Yes,Yes
55,Male,White,Married,High school,Self-employed,$40k-50k,3,Yes,No,No,Purchased,Yes,Yes
54,Male,White,Married,High school,Employed full-time,$75k-100k,3,No,No,No,Other sources,No,No
54,Male,White,Married,College,Employed full-time,$100k-150k,3,Yes,No,Yes,Purchased,Yes,No
53,Male,White,Married,Some college,Employed full-time,$20k-30k,3,Yes,No,No,Purchased,No,Yes
52,Male,White,Never been married,Some college,Unemployed,<$10k,3,Yes,No,No,Other sources,Yes,No
51,Male,White,Never been married,Trade school,Employed full-time,$30k-40k,3,Yes,No,No,Purchased,Yes,Yes
51,Female,White,Widowed,Some college,Employed full-time,$50k-75k,3,Yes,No,Yes,Purchased,Yes,Yes
51,Female,White,Divorced,Some college,Employed full-time,$100k-150k,3,Yes,No,No,Purchased,No,No
50,Female,White,Married,College,Employed full-time,$100k-150k,3,Yes,Yes,No,Other sources,No,No
49,Male,White,Married,Some high school,Employed full-time,$30k-40k,3,No,No,No,Borrowed from library,No,No
49,Female,White,Never been married,Some college,Disabled,$10k-20k,3,Yes,No,No,Borrowed from others,Yes,No
49,Male,White,Never been married,High school,Employed full-time,$100k-150k,3,Yes,No,No,Purchased,Yes,Yes
48,Female,White,Married,College,Employed full-time,$100k-150k,3,Yes,No,No,Purchased,Yes,Yes
48,Male,White,Married,College,Employed full-time,$100k-150k,3,Yes,No,No,Purchased,No,No
47,Female,White,Married,Post-graduate,Employed full-time,$75k-100k,3,Yes,No,No,Borrowed from library,Yes,Yes
47,Male,White,Never been married,High school,Employed part-time,$10k-20k,3,Yes,No,No,Purchased,Yes,No
47,Female,White,Married,High school,Unemployed,$40k-50k,3,Yes,No,No,Purchased,Yes,No
47,Male,White,Married,High school,Employed full-time,$75k-100k,3,Yes,No,No,Purchased,Yes,No
44,Male,White,Married,College,Employed full-time,$100k-150k,3,No,No,Yes,Purchased,Yes,Yes
44,Male,White,Married,Post-graduate,Employed full-time,$100k-150k,3,Yes,No,Yes,Purchased,Yes,Yes
44,Male,White,Married,Some high school,Employed full-time,$20k-30k,3,Yes,No,No,Purchased,No,No
44,Female,White,Married,Some college,Employed full-time,$100k-150k,3,Yes,No,No,Purchased,No,No
43,Female,White,Married,College,Employed full-time,$30k-40k,3,Yes,No,Yes,Borrowed from others,No,Yes
43,Female,White,Married,College,Employed part-time,$75k-100k,3,Yes,No,No,Purchased,No,No
42,Female,White,Married,College,Employed full-time,$75k-100k,3,Yes,No,No,Purchased,No,No
42,Female,White,Married,College,Employed part-time,$100k-150k,3,Yes,No,No,Borrowed from others,Yes,Yes
42,Female,White,Married,Post-graduate,Unemployed,$100k-150k,3,Yes,No,No,Purchased,Yes,Yes
41,Male,White,Married,High school,Employed full-time,$100k-150k,3,Yes,No,No,Borrowed from others,Yes,No
41,Female,White,Divorced,Post-graduate,Employed full-time,$50k-75k,3,Yes,No,Yes,Borrowed from others,Yes,Yes
40,Male,White,Married,Some college,Employed full-time,$100k-150k,3,Yes,No,No,Borrowed from others,Yes,Yes
40,Male,White,Married,Post-graduate,Employed full-time,$75k-100k,3,No,No,Yes,Purchased,No,No
40,Male,White,Married,High school,Employed full-time,$75k-100k,3,Yes,Yes,No,Borrowed from others,No,No
40,Male,White,Never been married,College,Employed full-time,$50k-75k,3,Yes,Yes,No,Borrowed from others,No,No
39,Female,White,Married,Post-graduate,Employed full-time,$100k-150k,3,Yes,No,No,Purchased,Yes,No
39,Male,White,Married,College,Employed full-time,$100k-150k,3,No,No,Yes,Purchased,Yes,No
39,Male,White,Married,College,Employed full-time,$100k-150k,3,Yes,No,No,Other sources,Yes,Yes
38,Male,White,Married,Post-graduate,Employed full-time,$50k-75k,3,Yes,No,No,Purchased,Yes,No
38,Female,White,Never been married,Post-graduate,Employed full-time,$40k-50k,3,Yes,No,Yes,Other sources,No,No
37,Female,White,Married,Some college,Employed part-time,$40k-50k,3,Yes,No,No,Other sources,No,Yes
37,Female,White,Married,Some college,Unemployed,$50k-75k,3,Yes,No,Yes,Borrowed from others,Yes,Yes
36,Female,White,Living with a partner,High school,Employed full-time,$30k-40k,3,Yes,No,No,Purchased,No,Yes
36,Male,White,Living with a partner,High school,Employed full-time,$50k-75k,3,Yes,No,No,Purchased,No,No
36,Female,White,Living with a partner,High school,Employed full-time,$30k-40k,3,Yes,No,Yes,Purchased,Yes,Yes
36,Female,White,Married,Some college,Unemployed,$50k-75k,3,Yes,Yes,No,Purchased,Yes,No
35,Female,White,Divorced,Some college,Employed full-time,$20k-30k,3,Yes,No,Yes,Purchased,Yes,Yes
35,Male,White,Married,Post-graduate,Employed full-time,$100k-150k,3,Yes,Yes,No,Borrowed from others,Yes,Yes
34,Male,White,Married,High school,Employed full-time,$50k-75k,3,Yes,No,No,Purchased,Yes,No
34,Female,White,Married,Some college,Employed part-time,$10k-20k,3,Yes,No,No,Borrowed from others,No,No
34,Male,White,Never been married,High school,Unemployed,<$10k,3,Yes,No,No,Borrowed from others,Yes,No
33,Male,White,Married,College,Employed full-time,$100k-150k,3,Yes,No,No,Purchased,Yes,No
32,Female,White,Married,College,Unemployed,$100k-150k,3,Yes,No,Yes,Borrowed from others,No,Yes
31,Female,White,Married,Post-graduate,Employed part-time,$100k-150k,3,Yes,No,No,Borrowed from others,Yes,No
31,Male,White,Living with a partner,High school,Employed full-time,$20k-30k,3,Yes,No,Yes,Borrowed from others,No,No
31,Male,White,Living with a partner,College,Unemployed,$30k-40k,3,Yes,No,No,Borrowed from others,Yes,No
30,Male,White,Married,High school,Employed full-time,$10k-20k,3,Yes,No,No,Borrowed from others,No,No
29,Female,White,Living with a partner,High school,Unemployed,$100k-150k,3,Yes,No,No,Borrowed from others,No,Yes
28,Male,White,Married,Some college,Employed full-time,$50k-75k,3,Yes,Yes,No,Purchased,No,No
27,Female,White,Never been married,Some college,Employed full-time,$10k-20k,3,Yes,No,No,Purchased,No,No
27,Female,White,Never been married,Some college,Employed part-time,$20k-30k,3,Yes,No,No,Borrowed from others,No,Yes
26,Female,White,Married,Some college,Employed full-time,$50k-75k,3,Yes,No,Yes,Purchased,No,No
25,Male,White,Single,College,Employed full-time,<$10k,3,Yes,No,No,Purchased,Yes,No
25,Male,White,Never been married,High school,Employed part-time,$100k-150k,3,Yes,No,No,Purchased,Yes,Yes
25,Male,White,Married,High school,Employed full-time,$50k-75k,3,Yes,No,No,Purchased,No,No
24,Male,White,Never been married,College,Employed full-time,$10k-20k,3,Yes,No,Yes,Purchased,Yes,No
24,Female,White,Single,Trade school,Employed part-time,$20k-30k,3,Yes,No,No,Purchased,Yes,Yes
24,Male,White,Married,College,Employed full-time,$50k-75k,3,Yes,No,No,Borrowed from library,No,Yes
23,Male,White,Never been married,High school,Employed part-time,$100k-150k,3,Yes,No,No,Purchased,Yes,Yes
23,Male,White,Never been married,College,Employed full-time,$20k-30k,3,Yes,No,No,Borrowed from others,No,No
22,Female,White,Living with a partner,High school,Employed full-time,<$10k,3,Yes,No,No,Borrowed from others,No,No
20,Male,White,Never been married,Some college,Unemployed,$10k-20k,3,Yes,No,No,Purchased,Yes,No
19,Female,White,Never been married,High school,Unemployed,$100k-150k,3,Yes,No,No,Other sources,No,No
19,Male,White,Single,High school,Employed full-time,$30k-40k,3,Yes,No,No,Borrowed from others,No,No
18,Male,White,Never been married,High school,Employed part-time,$50k-75k,3,Yes,No,No,Borrowed from others,No,No
18,Male,White,Never been married,Some high school,Employed part-time,$100k-150k,3,Yes,No,No,Borrowed from library,Yes,No
18,Female,White,Never been married,High school,Employed full-time,$10k-20k,3,Yes,No,Yes,Other sources,No,No
17,Male,White,Never been married,Some high school,Unemployed,$100k-150k,3,Yes,No,No,Borrowed from library,No,Yes
17,Male,White,Never been married,Some high school,Employed part-time,$100k-150k,3,Yes,No,No,Purchased,No,Yes
17,Female,White,Never been married,Some high school,Employed part-time,$20k-30k,3,Yes,No,No,Borrowed from library,No,No
16,Male,White,Never been married,Some high school,Employed part-time,$100k-150k,3,Yes,No,No,Borrowed from others,Yes,No
32,Male,Other,Single,High school,Unemployed,$50k-75k,2,No,No,Yes,Other sources,Yes,No
22,Female,Other,Never been married,Some college,Employed part-time,$75k-100k,2,Yes,No,No,Purchased,No,No
